word,CNC,CNC_SD,CNC_N,IMAG,IMAG_SD,IMAG_N,FAM,FAM_SD,FAM_N
digit (finger),6.0857,1.0521,35,6.0882,1.4010,34,4.3824,1.8632,34
digit (number),5.7273,1.7628,33,6.1471,1.2864,34,5.9375,1.1973,32
digital,4.9333,1.3888,30,4.4688,1.4787,32,6.1875,0.9164,32
digits,5.0571,1.5846,35,4.8286,1.5944,35,4.3030,1.8004,33
digits (fingers),6.2647,0.9795,34,6.5588,0.9759,34,4.0857,1.9475,35
digits (numbers),5.6000,1.5344,35,6.1143,1.3260,35,5.2000,1.7038,35
dignified,2.8182,1.5463,33,3.1250,1.4948,32,5.2424,1.4149,33
dignity,2.2286,1.3112,35,2.8857,1.4496,35,4.9412,1.5707,34
dildo,6.6000,0.6414,35,6.6765,0.7162,34,5.0000,1.7581,33
dim,3.8750,1.2686,32,4.3548,1.6953,31,4.8438,1.3944,32
dinner,6.2258,0.7496,31,6.3143,1.2368,35,6.6364,0.9477,33
dinosaur,6.3529,1.4324,34,6.8065,0.4697,31,5.3793,2.0913,29
diploma,5.3548,1.6953,31,5.7500,1.3463,32,5.2188,1.6533,32
diplomat,4.6333,1.5808,30,4.2069,1.5840,29,4.0667,1.5902,30
dire,2.6000,1.4742,30,2.3438,1.3136,32,4.4516,1.7568,31
direct,4.0294,1.7903,34,3.2424,1.8591,33,5.2727,1.4412,33
direction,3.4688,1.5609,32,3.7813,1.6151,32,5.9667,1.0160,30
dirt,5.9706,1.0977,34,6.0294,1.2945,34,5.7097,1.5068,31
dirty,4.6364,1.7024,33,5.4375,1.3448,32,6.2667,0.8138,30
disappoint,3.0857,1.6102,35,3.3429,1.6723,35,6.2500,0.9014,32
disappointed,2.4706,0.9772,34,3.1765,1.8064,34,6.1290,1.2113,31
disaster,3.9394,1.9375,33,5.6176,1.1885,34,5.6333,1.2776,30
disband,3.3548,1.4267,31,2.7097,1.2493,31,3.2333,1.6469,30
disciple,4.0000,1.8910,33,3.9714,2.0069,35,4.7241,2.1318,29
discipline,2.8438,1.5229,32,3.8750,1.6346,32,5.4483,1.3284,29
disclose,2.5000,0.9682,32,2.1667,1.4625,30,3.7037,1.3828,27
disclosure,2.9688,1.5509,32,2.5152,1.4999,33,4.0606,1.5362,33
disco,5.0333,1.4020,30,5.7419,1.2173,31,4.8148,1.6338,27
discomfort,3.0625,1.2732,32,3.5000,1.5811,32,5.4286,1.2936,28
disconnect,4.0968,1.4888,31,3.2121,1.5908,33,5.3750,1.4087,32
discourage,2.8485,1.2821,33,2.6667,1.1459,33,4.8571,1.2454,28
discover,3.3750,1.1924,32,4.3438,1.7068,32,5.9231,1.1067,26
discovery,3.7059,1.6184,34,3.9063,1.6651,32,5.3750,1.2930,32
discrete,3.0968,1.7663,31,3.1212,1.5523,33,4.7333,1.4817,30
discretion,2.3939,1.2778,33,2.8438,1.8219,32,4.8276,1.7630,29
disdain,2.4815,1.2582,27,2.5862,1.4975,29,3.5484,1.9483,31
disease,5.0588,1.6617,34,4.7273,1.5816,33,5.7188,1.2051,32
diseased,4.4118,1.6648,34,4.5143,2.0053,35,4.7813,1.8664,32
disfigured,4.0303,1.6603,33,5.1765,1.8226,34,4.6667,1.8035,33
disgust,3.1212,1.7366,33,4.2500,1.6202,32,5.4839,1.5213,31
disgusted,2.9118,1.3584,34,3.7429,1.8569,35,5.6563,1.4276,32
disgusting,2.7429,1.1794,35,4.3030,1.6420,33,6.0606,1.0993,33
dish,6.1786,1.2263,28,6.0000,1.2318,29,6.0000,1.1795,23
disloyal,2.6571,1.3927,35,2.9429,1.5481,35,4.4242,1.6702,33
dismiss,3.4063,1.2713,32,2.8710,1.4754,31,4.8276,1.4159,29
disparity,2.1724,1.0194,29,2.0000,1.2649,30,3.4839,2.1079,31
displeased,3.0294,1.4650,34,3.8857,1.5815,35,4.8235,1.8064,34
dispose,3.7714,1.3750,35,3.2059,1.6939,34,4.7647,1.5351,34
disposition,2.6000,1.3317,30,2.2813,1.5049,32,3.6452,1.7879,31
dissent,2.6667,1.0435,30,2.7813,1.6907,32,3.4000,1.8701,35
dissident,3.0000,1.9596,25,2.7407,2.0293,27,2.6563,1.8133,32
distant,3.1563,1.4813,32,4.0909,1.5446,33,6.1071,0.9761,28
distinction,2.9118,1.4424,34,3.0938,1.5484,32,4.5484,1.5206,31
distinguish,2.8788,1.5523,33,2.8438,1.5229,32,5.4194,1.4091,31
distract,3.1765,1.4240,34,2.8485,1.4168,33,5.6774,1.4230,31
distraction,3.0303,1.5469,33,2.9688,1.4466,32,6.0606,1.1791,33
distress,3.2857,1.5959,35,3.9429,1.8196,35,5.2069,1.1259,29
distressed,2.7879,1.1483,33,3.6176,1.5907,34,5.4063,1.4971,32
disturb,2.9118,1.3798,34,3.5152,1.1838,33,5.3125,1.3332,32
disturbed,2.8529,1.5172,34,3.1818,1.5851,33,4.7813,1.7807,32
ditch,5.2258,1.5803,31,4.9375,1.6759,32,3.8462,1.4595,26
dive,4.3030,1.5469,33,5.0909,1.7121,33,5.6250,1.4087,32
diver,5.9667,1.0483,30,6.0000,1.0607,32,5.1111,1.4229,27
diverse,2.4848,1.3055,33,3.6765,1.8743,34,5.3125,1.3793,32
divert,3.7419,1.5443,31,3.2903,1.5697,31,4.5161,1.5631,31
divination,2.7037,1.5591,27,2.3600,1.4935,25,2.8182,1.7313,33
divine,1.9355,1.1341,31,2.3448,1.5597,29,4.2759,1.7596,29
divorce,4.1613,1.7057,31,3.3125,1.7219,32,5.2692,1.5580,26
dizzy,3.0000,1.3919,32,3.6786,1.6269,28,5.0714,1.5567,28
docile,3.0333,1.2776,30,3.2667,1.4591,30,3.8276,1.7630,29
dock,6.2353,1.0862,34,5.3714,1.7417,35,4.3529,1.7470,34
dock (deduct),3.8621,1.7165,29,2.2500,1.2990,32,3.7813,1.9160,32
dock (ship),6.2581,1.1350,31,6.1818,1.3586,33,4.7000,1.6361,30
doctor,6.3636,0.9791,33,6.5000,0.7188,30,6.4000,0.8406,30
doctrine,3.7742,1.7544,31,2.8387,1.4832,31,3.2424,1.8096,33
document,6.0588,1.2113,34,6.0323,1.1773,31,6.1786,1.1968,28
dodgy,3.4063,1.5178,32,3.1935,1.8036,31,5.2813,1.2051,32
dog,6.8148,0.4743,27,6.8800,0.3250,25,6.9048,0.2935,21
dogma,2.1071,1.3185,28,2.0714,1.3074,28,2.9032,1.7844,31
dole,3.7778,1.2862,27,3.2500,1.5726,28,3.3704,1.8885,27
doll,6.2903,0.9569,31,6.3750,0.9601,32,5.2903,1.6103,31
dollar,6.5143,0.7698,35,6.5000,0.8135,34,5.4545,1.6347,33
dolls,6.2000,1.4000,30,6.4412,1.0898,34,4.9032,1.7479,31
dolphin,6.8387,0.4470,31,6.8182,0.5196,33,5.6207,1.9193,29
dome,5.7692,1.1867,26,5.9310,1.1724,29,3.5385,1.5746,26
dominate,2.8000,1.7534,35,3.8529,1.6827,34,5.3235,1.3443,34
donkey,6.5882,0.8443,34,6.6563,0.8518,32,5.1667,1.8089,30
doom,2.1818,0.9986,33,2.5625,1.4777,32,4.1481,1.7364,27
doomed,3.0323,1.6749,31,2.7500,1.4577,32,4.5806,1.5816,31
door,6.6667,0.6498,30,6.6765,0.9305,34,6.7667,0.7608,30
doorman,6.4706,0.7759,34,6.2813,1.0675,32,5.0000,2.0449,33
dope,4.1875,1.5499,32,3.4815,1.6638,27,3.7813,1.9958,32
dope (drugs),5.8182,1.1666,33,5.7941,1.2783,34,4.8667,1.8209,30
dope (idiot),3.3429,1.4131,35,4.0606,1.6319,33,3.6452,1.9927,31
dopey,2.6970,1.2906,33,3.9355,1.8654,31,4.1250,1.5562,32
dose,4.1818,1.6598,33,3.6857,1.8169,35,5.2727,1.2619,33
doubt,2.5152,1.0765,33,2.6875,1.3793,32,5.8621,1.1056,29
dough,6.0909,1.1642,33,5.9412,1.3920,34,5.3438,1.3831,32
dough (baking),6.4706,0.7759,34,6.3333,0.7654,33,5.5294,1.6492,34
dough (money),5.8571,1.3762,35,5.7576,1.3491,33,3.5152,2.0467,33
dove,6.0857,1.5560,35,6.4848,0.7435,33,4.6552,1.6458,29
dove (bird),6.2727,1.0231,33,6.4286,0.8713,35,5.8750,1.3405,32
dove (dive),4.4375,1.3905,32,5.0938,1.5075,32,4.4333,1.8562,30
down,3.4242,1.8262,33,4.2286,1.8835,35,6.2667,1.0625,30
down (direction),4.7097,1.7075,31,4.4688,1.8369,32,6.5161,0.8751,31
down (fur),5.9000,1.1060,30,5.3793,1.4483,29,3.5625,1.8698,32
down (sad),2.8750,1.0825,32,4.8750,1.5155,32,6.0000,1.3896,29
drab,3.0588,1.1361,34,3.9412,1.5519,34,3.6176,1.7659,34
draft,4.5313,1.5204,32,3.4118,1.6471,34,5.2667,1.5478,30
draft (breeze),4.5625,1.6944,32,4.5455,2.0314,33,5.8387,1.3935,31
draft (first version),5.0882,1.3143,34,4.4706,1.5762,34,6.1212,1.0374,33
drag,4.2059,1.6230,34,4.7143,1.5779,35,5.2647,1.3130,34
dragon,4.7667,2.0605,30,6.2500,1.0897,24,5.1923,1.6177,26
drama,3.8438,1.3017,32,3.7353,1.9600,34,6.1250,0.9922,32
draught,4.0690,1.5297,29,3.5806,1.8276,31,3.6250,1.9751,24
draw,4.9394,1.5558,33,5.4063,1.3661,32,6.0968,1.0272,31
draw (artistic),4.3429,1.6378,35,5.2286,1.6051,35,5.8667,1.1470,30
draw (attract),2.8857,1.3892,35,3.4412,1.6304,34,4.7667,1.4761,30
draw (choose),4.1143,1.4691,35,3.9714,1.6473,35,4.3939,1.7912,33
draw (tie),4.6364,1.5139,33,4.1875,1.9274,32,5.0000,1.8139,31
drawers,6.3235,1.0770,34,6.0857,1.0246,35,5.8529,1.2864,34
drawing,5.6970,1.0867,33,5.7714,1.4557,35,5.5185,1.5722,27
dread,2.5000,1.0897,32,2.8750,1.5562,32,4.4074,1.6389,27
dream,2.7188,1.8411,32,4.0588,1.9088,34,6.6000,0.5657,25
dreams,2.6000,1.9079,30,4.1613,1.9854,31,6.3214,0.8474,28
dreary,2.8182,1.1666,33,3.8000,1.6869,35,4.2647,1.7203,34
dress,6.6176,0.6424,34,6.7097,0.5789,31,6.6786,0.6008,28
dress (formal),5.0313,1.6486,32,5.8750,1.4087,32,6.0000,1.1952,28
dress (put on clothes),5.1471,1.5172,34,5.7576,1.1814,33,6.6000,0.5538,30
dress (skirt),6.5588,0.8468,34,6.7742,0.7053,31,6.5161,0.7126,31
dressed,4.9375,1.4777,32,5.5862,1.2462,29,6.4483,0.7233,29
dresser,5.9143,1.2276,35,5.5588,1.7522,34,4.3333,1.9379,30
drift,3.2059,1.3673,34,3.6970,1.5073,33,4.5938,1.5980,32
drifter,3.6250,1.4087,32,4.0303,1.5073,33,3.7273,1.5428,33
drifting,3.1471,1.4170,34,4.1176,1.4093,34,4.7742,1.4303,31
drill,6.3143,0.9790,35,6.3333,0.9101,33,4.8387,1.5882,31
drill (practice),4.2857,1.4652,35,4.3824,1.7492,34,4.0968,2.0217,31
drill (tool),6.5938,0.7009,32,6.5429,0.7688,35,5.6471,1.5696,34
drive,4.7500,1.6394,32,5.3871,1.2360,31,6.0000,1.4676,26
drive (car),5.7419,1.4361,31,6.1515,1.2339,33,6.4333,0.8035,30
drive (motivation),2.8485,1.5398,33,3.0000,1.5207,32,5.7188,1.4628,32
drop,4.2941,1.5440,34,4.6563,1.8305,32,5.8000,1.1944,30
drop (fall),4.8125,1.3793,32,5.3438,1.6698,32,5.6207,1.6063,29
drop (rain),5.8857,1.3684,35,6.5000,0.7765,34,6.0645,1.1622,31
dropped,4.7742,1.4747,31,4.5000,1.5000,32,5.7500,1.2500,32
drought,5.1875,1.4882,32,5.0882,1.9758,34,5.0345,1.5862,29
drown,4.7353,1.5776,34,4.9118,1.5410,34,5.1212,1.4304,33
drug,5.6000,1.5712,35,5.7647,1.2847,34,6.3704,0.8670,27
drugged,4.3235,1.5852,34,4.2424,1.7758,33,4.8710,1.6410,31
drum,6.6154,0.6249,26,6.5000,0.8435,26,5.1429,1.6120,21
drummer,6.1290,1.0996,31,6.4194,0.9763,31,5.5484,1.4775,31
drums,6.7407,0.5833,27,6.7143,0.6468,28,6.1364,1.2897,22
drunk,4.3824,1.5907,34,5.8571,1.4171,35,6.5172,0.8952,29
dubious,2.1613,0.9537,31,2.6000,1.3808,30,3.8286,1.7966,35
duck,6.5588,0.9759,34,6.6000,0.9621,35,5.4000,1.5620,30
duck (bird),6.7813,0.4831,32,6.8387,0.3678,31,5.6667,1.6799,30
duck (cricket),4.0000,1.8053,27,4.0000,2.1213,28,2.0606,1.4342,33
duck (crouch),4.4857,1.4015,35,5.0294,1.8228,34,4.5625,1.9029,32
duet,4.5484,1.5417,31,5.1613,1.3464,31,5.0323,1.8749,31
duke,5.5588,1.4988,34,5.2941,1.4858,34,3.5625,1.9675,32
dull,3.1389,1.7345,36,3.9706,1.7738,34,6.0667,1.1528,30
dumb,2.9355,1.2935,31,3.3636,1.6664,33,5.3571,1.6736,28
dummy,4.8485,1.6719,33,5.3333,1.3181,33,4.9000,1.7388,30
dummy (idiot),3.4706,1.4600,34,4.7879,1.5127,33,3.8750,1.7633,32
dummy (mannequin),6.3333,1.0636,33,6.4848,0.7435,33,4.7813,1.9322,32
dummy (nipple),5.6061,1.4552,33,5.8235,1.7059,34,3.5758,2.0602,33
dump,4.3636,1.8060,33,4.5588,1.6837,34,5.1724,1.5772,29
dune,5.4828,1.7542,29,5.4828,1.6942,29,3.4828,1.6320,29
dung,6.1250,1.0533,32,5.6563,1.6698,32,4.4063,1.7295,32
dungeon,6.0625,1.2484,32,6.0909,1.3565,33,4.2759,2.0493,29
durable,3.2424,1.5380,33,3.5588,1.4988,34,4.7879,1.5326,33
dusk,4.3235,1.6037,34,5.4118,1.2155,34,5.0000,1.4622,29
dust,5.6364,1.2509,33,5.6286,1.3750,35,6.0625,1.0879,32
dustbin,6.7188,0.6242,32,6.5484,1.1313,31,5.0357,2.1294,28
duster,6.4063,1.1418,32,6.4848,0.8210,33,4.8788,1.7881,33
dustpan,6.3939,1.0132,33,6.2188,1.2682,32,5.0625,1.4564,32
dusty,4.7813,1.4083,32,5.5455,1.2575,33,5.4483,1.3793,29
duty,3.0588,1.7480,34,3.0606,1.5164,33,5.1923,1.6177,26
duvet,6.7037,0.5316,27,6.4400,1.0229,25,5.8846,1.5769,26
dwarf,5.9677,1.0621,31,5.7813,1.2433,32,3.8077,1.7978,26
dwell,2.9355,1.1053,31,2.7742,1.6984,31,3.3871,1.7902,31
dye,5.6774,1.5941,31,5.2414,1.5681,29,5.6000,1.4514,30
dying,3.1290,1.6012,31,3.8438,1.7520,32,5.8696,1.0344,23
dynamite,6.4138,0.8102,29,6.2000,0.7483,30,4.4516,1.9648,31
dynasty,4.0968,1.5731,31,3.9091,1.7297,33,2.7188,1.8747,32
eager,3.6250,1.7455,32,3.5588,1.9127,34,5.6970,1.1411,33
eagle,6.6897,0.6488,29,6.8387,0.3678,31,5.5517,1.8305,29
ear,6.8529,0.3542,34,6.8387,0.4470,31,6.6875,0.5266,32
earn,4.5143,1.4999,35,3.6000,1.8079,35,6.0968,1.0581,31
earphones,6.8333,0.3727,30,6.7667,0.4230,30,6.6207,0.7617,29
earth,6.6364,0.8463,33,6.6667,0.6356,33,6.2059,1.1056,34
earthquake,6.0882,1.1211,34,6.0882,1.0674,34,5.0909,1.4220,33
ease,2.8286,1.4240,35,3.5294,1.7861,34,4.9375,1.6571,32
easy,3.1429,1.5701,35,3.2571,1.5918,35,5.9677,1.2822,31
easygoing,2.8788,1.2734,33,3.5455,1.7424,33,5.7419,1.2435,31
eat,5.8000,1.1161,35,5.5625,1.6759,32,6.6875,0.8077,32
eatery,5.2121,1.6470,33,4.4242,1.9074,33,3.2069,2.0907,29
eccentric,2.5938,1.5584,32,3.6897,1.9317,29,4.9667,1.7413,30
economic,2.4688,1.4139,32,2.3030,1.3139,33,5.2000,1.3266,25
economy,2.8750,1.5562,32,2.1212,1.3202,33,5.5357,1.5232,28
ecstasy,4.0313,1.9603,32,4.3529,2.1677,34,4.8125,1.9111,32
ecstatic,2.7941,1.5677,34,4.7941,1.7283,34,5.4412,1.2878,34
edge,5.1714,1.7966,35,5.2647,1.8835,34,6.0000,1.2649,30
edifice,4.2222,1.5476,18,4.0588,1.7311,17,1.9375,1.6190,32
edit,3.8529,1.6112,34,3.2903,1.6103,31,5.9310,0.9443,29
edition,3.8235,1.6886,34,3.1290,1.9301,31,4.6250,1.4307,32
editor,5.5938,1.1689,32,4.8387,1.3701,31,5.0345,1.4967,29
educate,3.7353,1.6505,34,3.7143,1.6830,35,5.9000,0.9781,30
education,4.2258,1.7908,31,4.7273,1.6746,33,6.6429,0.5487,28
eel,6.5758,0.6976,33,6.3438,1.1621,32,4.7500,1.9039,32
eerie,2.8125,1.4671,32,3.9375,1.7309,32,4.6061,1.9218,33
efficient,2.7353,1.3998,34,3.2286,1.7742,35,5.4194,1.0403,31
effort,3.3429,1.4725,35,3.4242,1.4981,33,6.1379,0.8600,29
egg,6.4118,0.9113,34,6.6250,0.8927,32,6.1786,1.3901,28
ego,2.4545,1.3727,33,3.2581,1.8832,31,5.0345,1.7317,29
elaborate,2.4545,1.2083,33,2.7714,1.6403,35,5.2059,1.6048,34
elated,3.2000,1.6411,30,4.3000,1.6563,30,3.5714,1.6782,28
elation,2.7333,1.2632,30,3.9355,1.5437,31,3.8750,1.4948,32
elbow,6.7419,0.5059,31,6.3571,0.9715,28,5.9200,1.4119,25
elder,4.3103,1.6211,29,4.7000,1.2423,30,4.6296,1.6588,27
eldest,3.6129,1.4957,31,3.8966,1.4703,29,4.9630,1.5026,27
electric,4.5000,1.4577,32,4.0938,1.5484,32,6.0870,1.0597,23
electrician,6.3448,0.9922,29,6.0323,1.0920,31,6.2333,1.0225,30
electricity,5.3529,1.2807,34,4.5143,1.8727,35,6.3750,0.8197,32
electronic,5.1000,1.6197,30,4.8182,1.7313,33,6.1379,1.2519,29
elegant,2.5161,1.4113,31,5.0938,1.6837,32,5.6786,1.3642,28
elephant,6.8833,0.3210,60,6.8596,0.4753,57,5.7963,1.4830,54
elevator,6.2647,1.6505,34,6.5429,1.0238,35,5.5484,1.7197,31
elf,4.8235,1.8226,34,6.1875,1.4882,32,5.0000,1.7598,31
elite,3.6061,1.8577,33,3.5625,1.6944,32,5.0938,1.6651,32
elitist,3.4286,1.7119,35,2.9429,1.8039,35,3.6061,2.1025,33
elk,6.6786,0.7098,28,6.0000,1.4422,25,2.7143,1.8295,35
elm,5.9688,1.5509,32,5.5455,1.5194,33,3.3438,1.5332,32
elude,2.4516,1.1025,31,1.9375,0.9980,32,3.6875,1.7399,32
emancipation,3.1111,1.6630,27,2.3571,1.5633,28,2.6286,1.7580,35
embarrass,2.7059,1.2725,34,3.8529,1.8332,34,5.6897,1.0538,29
embarrassment,3.0645,1.7215,31,4.0938,1.8262,32,5.9677,1.1212,31
embezzle,2.9063,1.5882,32,3.0313,1.7938,32,2.5455,1.8273,33
embrace,4.7353,1.9145,34,5.4000,1.7599,35,5.5161,1.7203,31
emerald,5.7308,1.5825,26,6.1333,0.8844,30,4.5000,1.6699,26
emergency,4.0606,1.5752,33,4.7419,1.7774,31,6.2500,0.9496,28
emotion,2.5333,1.5861,30,3.1875,1.7399,32,6.2963,0.8527,27
emotional,2.5152,1.1043,33,3.4839,1.6436,31,6.0000,1.0351,28
empathy,2.3438,1.1621,32,3.2188,1.7982,32,5.7037,1.2712,27
emphasis,2.7879,1.9503,33,2.8182,1.4864,33,5.2727,1.6194,33
emphasize,3.0606,1.7742,33,2.7000,1.7349,30,5.6667,1.0435,30
empire,4.5152,1.6537,33,4.3714,1.8219,35,4.4242,1.8591,33
employ,3.7273,1.3545,33,3.0303,1.2906,33,5.5625,1.5600,32
employee,5.6000,1.2694,35,5.5714,1.3155,35,6.1563,1.0034,32
employer,6.0882,1.0674,34,5.1818,1.5463,33,5.8333,1.3187,30
employment,4.4118,1.6291,34,4.4242,1.7413,33,5.6061,1.2045,33
emporium,5.0313,1.3803,32,4.8000,1.6813,30,3.0000,1.8139,31
empty,2.5000,1.3919,32,3.8125,1.8947,32,6.1364,1.0133,22
enact,3.0000,1.4361,32,2.6563,1.8133,32,4.0303,1.7142,33
encore,3.7419,1.5020,31,4.1563,1.8219,32,4.3571,1.7971,28
encyclopedia,6.5455,0.7003,33,6.3125,1.0136,32,5.3030,1.3139,33
end,3.0294,1.8228,34,3.0938,1.9261,32,6.3226,0.9964,31
ending,3.5152,2.0319,33,3.0294,1.8706,34,5.7097,1.3957,31
endless,2.5806,1.4318,31,3.0000,1.8200,32,5.5333,1.5649,30
endure,3.2059,1.3673,34,3.3636,1.4316,33,4.7879,1.5908,33
engage,3.4194,1.3386,31,3.0909,1.6211,33,4.9697,1.5469,33
engaged,3.8788,1.8871,33,4.9143,1.8263,35,5.4800,1.6030,25
engagement,4.2258,1.6206,31,4.0625,1.6759,32,5.1724,1.4638,29
engaging,2.3235,1.2059,34,2.8235,1.3606,34,5.2500,1.4361,32
engine,6.3714,0.9285,35,6.1765,1.2240,34,5.6207,1.4719,29
engineer,6.1667,1.1279,30,6.0909,1.1379,33,5.8710,1.1568,31
enhance,3.0909,1.5048,33,3.2813,1.5049,32,5.1250,1.0533,32
enjoy,3.2571,1.5370,35,3.7941,1.4303,34,6.0000,1.4142,30
enjoyment,2.9706,1.5621,34,4.3939,1.4759,33,6.2258,0.9742,31
enquire,3.4000,1.4774,35,3.1176,1.3452,34,4.7667,1.8200,30
enquiry,3.3636,1.5728,33,2.8750,1.4087,32,4.8621,1.4075,29
enraged,3.1429,1.6758,35,4.3714,1.7086,35,4.3714,1.7417,35
ensure,2.4571,1.0238,35,2.3939,1.7571,33,5.1935,1.4684,31
entail,2.9286,1.5102,28,2.2903,1.4634,31,3.8788,1.8050,33
enter,4.2059,1.6765,34,4.7059,1.8073,34,5.9375,1.1439,32
enterprise,3.8182,1.6414,33,2.9444,1.6657,36,4.3226,1.9574,31
enthral,2.4615,0.8871,26,3.0385,1.8704,26,3.2333,1.9093,30
enthusiasm,2.8182,1.7659,33,4.0000,1.8875,32,6.2500,0.6339,28
enthusiastic,3.2813,1.7895,32,4.5625,1.7843,32,6.0000,1.2060,33
entitle,2.9091,1.5248,33,2.6452,1.6568,31,5.1250,1.3170,32
entrepreneur,4.5625,1.6477,64,3.8889,1.7376,63,4.4262,1.4079,61
entry,4.3235,1.2300,34,4.1290,1.5185,31,5.8065,1.0901,31
envelope,6.4706,0.8484,34,6.4706,1.1691,34,5.7667,1.3585,30
epidemic,3.3667,1.9058,30,3.6364,1.7024,33,4.6897,1.4646,29
episode,4.2647,1.3998,34,3.8235,1.7059,34,6.0645,0.9816,31
episodic,2.5667,1.4761,30,3.0345,1.8096,29,3.0000,1.8708,32
equal,2.8235,1.2712,34,3.4706,1.5948,34,6.0000,1.1547,30
equality,2.2069,1.4943,29,2.9688,1.6102,32,5.8462,1.3212,26
equipment,5.4118,1.3957,34,5.4412,1.3761,34,5.9333,1.1235,30
erase,3.5455,1.5588,33,4.2000,1.3760,30,5.2222,1.4990,27
erode,4.1515,2.0018,33,4.3824,1.8152,34,4.1176,1.8112,34
eroded,4.6364,1.2749,33,4.6563,1.5126,32,4.3750,1.7275,32
erotic,3.0294,1.6888,34,4.7941,1.8114,34,5.2727,1.4827,33
errand,4.4516,1.5417,31,3.9375,1.6944,32,5.3548,1.5356,31
error,3.3548,1.5770,31,2.9063,1.5075,32,5.7778,0.9558,27
eruption,5.5714,1.2020,35,5.8286,1.3625,35,4.7879,1.5717,33
escape,3.2581,1.1905,31,4.5758,1.7586,33,5.3333,1.5129,30
escaped,3.9375,1.8361,32,4.9063,1.9742,32,5.6429,1.4196,28
escapee,5.4242,1.3264,33,4.7941,1.6230,34,3.9412,1.8934,34
escort,4.3235,1.6929,34,4.2353,1.4361,34,4.0313,1.7938,32
essence,2.3333,1.3409,33,2.3939,1.5943,33,4.4688,1.8706,32
estate,5.6875,1.5898,32,5.6875,1.0735,32,4.9032,1.2790,31
estimate,3.2000,1.2375,35,2.7059,1.5249,34,5.3939,1.4759,33
ethnic,3.1515,1.4168,33,3.7097,1.6103,31,4.8667,1.3597,30
euphoria,1.9697,1.4031,33,3.7879,1.8871,33,4.0882,1.8209,34
evaluate,3.2000,1.5820,35,2.8824,1.5861,34,5.2647,1.2674,34
evangelist,3.6452,1.6372,31,3.3333,1.7427,27,2.8485,1.6352,33
even,3.2353,1.7997,34,2.9143,1.6797,35,6.3226,1.0591,31
even (odd),3.2647,1.7031,34,3.2059,1.9369,34,5.4138,1.6509,29
even (still),3.6897,1.0861,29,3.2813,1.5659,32,4.9000,1.5351,30
evening,5.0000,1.6270,34,5.4857,1.5376,35,6.4839,1.0433,31
event,4.0938,1.5684,64,4.1231,1.6871,65,6.0364,1.1749,55
ever,2.3125,1.6665,32,1.8710,1.3378,31,6.0741,1.2149,27
every,3.3125,1.4882,32,2.6875,1.7036,32,6.5926,0.6809,27
everything,2.9429,2.1104,35,3.0000,2.1034,33,6.1333,1.5861,30
evidence,4.9091,1.7471,33,3.7931,1.4943,29,5.5806,1.4541,31
evil,2.1515,1.4168,33,4.0303,2.1810,33,5.4194,1.6219,31
evoke,2.3750,1.1110,32,2.2581,1.2173,31,4.2121,1.9347,33
exact,3.6000,1.8079,35,3.2857,1.6487,35,5.9032,1.1738,31
exam,6.0000,1.1180,32,6.2424,0.7398,33,6.5667,0.7157,30
examination,5.4571,1.5183,35,5.5588,1.4591,34,5.8710,1.0699,31
excel,3.4000,1.7920,35,3.5588,1.7522,34,5.2500,1.5811,32
excellence,2.6970,1.3139,33,3.4412,1.8660,34,5.8182,1.4450,33
excellent,2.3438,1.3372,32,2.7188,1.5659,32,6.2400,0.9069,25
excited,2.6176,1.2130,34,4.5000,1.6847,34,6.5862,0.6168,29
excitement,2.9697,1.6603,33,4.8750,1.6346,32,6.4138,0.8102,29
exciting,3.1563,1.8727,32,4.1250,1.7455,32,6.3793,0.6651,29
exclaim,2.9000,1.1930,30,2.9677,1.3556,31,4.4231,1.6681,26
exclude,3.1875,1.4456,32,3.9697,1.5073,33,5.8000,1.5144,30
exclusion,3.6176,1.6452,34,4.0882,1.4424,34,4.6774,1.5110,31
excrement,6.4063,1.0265,32,5.7647,1.5915,34,4.0313,2.0231,32
excuse,2.6875,1.5499,32,2.7941,1.9968,34,6.0714,1.0996,28
execute,4.2647,1.8678,34,4.1765,1.9474,34,4.5313,1.5609,32
execute (accomplish),3.5000,1.7698,34,3.0588,1.5135,34,4.0000,1.8150,34
execute (kill),5.2353,1.5915,34,5.0606,1.5943,33,4.5588,1.9127,34
execution,4.9697,1.2906,33,5.9032,1.1175,31,4.3939,1.6319,33
executioner,5.6471,1.1853,34,5.5000,1.5577,34,3.5294,1.9589,34
exercise,4.9714,1.5764,35,6.1212,0.9457,33,6.1290,1.0996,31
exert,3.6000,1.3774,35,3.2571,1.5370,35,4.4412,1.7011,34
exertion,3.3548,1.4039,31,3.6774,1.6537,31,4.6333,1.3780,30
exhaust,4.2727,1.8303,33,4.8788,1.9503,33,5.5484,1.5206,31
exhausted,3.3143,1.6694,35,4.2857,1.6660,35,5.8788,1.3653,33
exhaustion,3.2353,1.2141,34,4.1143,1.8788,35,5.3214,1.5365,28
exhibit,4.2759,1.8175,29,4.0667,1.8245,30,4.7586,1.5900,29
exist,2.5161,1.6238,31,3.1429,1.9145,35,5.8710,1.1568,31
existence,3.0278,2.0748,36,2.6571,1.8661,35,5.7333,1.7114,30
expand,3.5758,1.4361,33,4.0625,1.8190,32,5.6207,1.0959,29
expanse,3.8438,1.6029,32,4.1935,1.8565,31,4.6552,1.6666,29
