word,sliderResponse,condition
faith,64,abstract
excitement,16,concrete
rock,68,concrete
romance,37,concrete
heroism,16,abstract
bone,54,concrete
mansion,36,abstract
mansion,58,abstract
ache,17,concrete
relief,15,abstract
boat,40,abstract
heaven,25,concrete
fork,11,concrete
rock,62,concrete
fish,25,abstract
staple,35,concrete
fork,89,concrete
loyal,64,abstract
heaven,65,concrete
excitement,61,concrete
desire,12,concrete
temptation,58,abstract
pain,88,concrete
success,67,concrete
shampoo,37,abstract
robin,58,concrete
belt,81,concrete
optimism,69,abstract
shampoo,15,abstract
toe,80,abstract
pheasant,59,abstract
boat,62,abstract
excitement,87,concrete
toe,63,abstract
excitement,61,concrete
chalk,81,concrete
relief,8,abstract
bone,19,concrete
mansion,63,abstract
corpse,76,abstract
shampoo,63,abstract
mansion,41,abstract
chalk,13,concrete
bone,82,concrete
ache,63,concrete
gloom,81,abstract
energy,66,concrete
rose,72,concrete
belt,77,concrete
sun,80,concrete
faith,71,abstract
staple,55,concrete
loyal,14,abstract
success,82,concrete
belt,62,concrete
faith,74,abstract
desire,17,concrete
desire,72,concrete
computer,60,concrete
pheasant,39,abstract
success,71,concrete
ache,76,concrete
playfulness,68,abstract
mansion,8,abstract
urge,32,abstract
temptation,56,abstract
shampoo,64,abstract
divinity,64,abstract
energy,75,concrete
robin,55,concrete
urge,71,abstract
toe,77,abstract
boat,74,abstract
robin,79,concrete
appearance,55,abstract
shampoo,37,abstract
appearance,59,abstract
urge,20,abstract
energy,55,concrete
temptation,20,abstract
pheasant,77,abstract
romance,60,concrete
relief,48,abstract
relief,67,abstract
energy,59,concrete
excitement,68,concrete
relief,25,abstract
optimism,28,abstract
lemon,95,concrete
ache,31,concrete
tarantula,77,concrete
corpse,74,abstract
ache,28,concrete
fish,65,abstract
playfulness,76,abstract
ache,38,concrete
barley,23,abstract
desire,14,concrete
gloom,75,abstract
pain,61,concrete
energy,59,concrete
rose,82,concrete
pain,36,concrete
boat,19,abstract
heroism,64,abstract
heroism,45,abstract
romance,61,concrete
tarantula,60,concrete
fork,62,concrete
bone,79,concrete
corpse,42,abstract
toe,67,abstract
heaven,81,concrete
tarantula,24,concrete
relief,60,abstract
relief,91,abstract
sun,64,concrete
urge,41,abstract
rock,79,concrete
lemon,97,concrete
belt,78,concrete
romance,97,concrete
pain,15,concrete
divinity,53,abstract
fork,77,concrete
romance,71,concrete
divinity,73,abstract
urge,15,abstract
chalk,62,concrete
computer,61,concrete
sun,91,concrete
excitement,37,concrete
divinity,61,abstract
tarantula,60,concrete
gloom,82,abstract
energy,90,concrete
staple,31,concrete
optimism,49,abstract
barley,37,abstract
playfulness,17,abstract
sun,72,concrete
gloom,55,abstract
optimism,60,abstract
barley,33,abstract
heaven,58,concrete
playfulness,41,abstract
staple,73,concrete
sadness,24,concrete
energy,52,concrete
shampoo,59,abstract
staple,83,concrete
fork,37,concrete
romance,68,concrete
lemon,88,concrete
computer,82,concrete
optimism,15,abstract
staple,44,concrete
optimism,81,abstract
boat,40,abstract
barley,70,abstract
rock,30,concrete
fish,77,abstract
heaven,36,concrete
loyal,27,abstract
appearance,79,abstract
sadness,57,concrete
lemon,75,concrete
fish,69,abstract
pain,30,concrete
barley,66,abstract
lemon,67,concrete
temptation,35,abstract
appearance,34,abstract
rock,86,concrete
mansion,23,abstract
rose,66,concrete
heroism,38,abstract
rock,67,concrete
success,83,concrete
heroism,72,abstract
relief,19,abstract
sadness,82,concrete
pain,13,concrete
rose,69,concrete
rock,20,concrete
corpse,70,abstract
appearance,12,abstract
sadness,39,concrete
chalk,64,concrete
playfulness,37,abstract
optimism,60,abstract
optimism,40,abstract
chalk,73,concrete
ache,70,concrete
temptation,52,abstract
appearance,27,abstract
computer,11,concrete
chalk,63,concrete
faith,82,abstract
appearance,15,abstract
loyal,77,abstract
optimism,64,abstract
urge,35,abstract
playfulness,48,abstract
excitement,56,concrete
temptation,84,abstract
desire,51,concrete
sadness,59,concrete
rock,54,concrete
sadness,83,concrete
lemon,84,concrete
loyal,91,abstract
romance,42,concrete
divinity,60,abstract
belt,77,concrete
gloom,79,abstract
romance,54,concrete
corpse,71,abstract
bone,30,concrete
desire,24,concrete
heroism,69,abstract
tarantula,49,concrete
loyal,37,abstract
desire,79,concrete
belt,55,concrete
belt,39,concrete
relief,60,abstract
loyal,77,abstract
barley,36,abstract
desire,55,concrete
excitement,34,concrete
heroism,63,abstract
appearance,54,abstract
rose,66,concrete
excitement,54,concrete
gloom,32,abstract
chalk,81,concrete
computer,81,concrete
rock,74,concrete
urge,67,abstract
tarantula,61,concrete
fork,86,concrete
tarantula,80,concrete
heaven,37,concrete
energy,82,concrete
sun,76,concrete
pheasant,79,abstract
bone,66,concrete
robin,82,concrete
romance,80,concrete
ache,28,concrete
playfulness,84,abstract
toe,75,abstract
sadness,35,concrete
ache,73,concrete
energy,58,concrete
lemon,65,concrete
sadness,27,concrete
belt,75,concrete
gloom,77,abstract
faith,79,abstract
chalk,73,concrete
computer,58,concrete
belt,23,concrete
chalk,69,concrete
staple,80,concrete
shampoo,21,abstract
mansion,66,abstract
pheasant,79,abstract
rose,94,concrete
toe,46,abstract
loyal,63,abstract
staple,11,concrete
boat,19,abstract
fish,79,abstract
divinity,80,abstract
lemon,98,concrete
gloom,20,abstract
playfulness,34,abstract
toe,36,abstract
gloom,62,abstract
barley,39,abstract
barley,59,abstract
faith,34,abstract
success,14,concrete
pheasant,62,abstract
belt,22,concrete
rock,87,concrete
heaven,55,concrete
gloom,64,abstract
shampoo,14,abstract
fork,82,concrete
rock,88,concrete
corpse,72,abstract
toe,1,abstract
computer,74,concrete
mansion,12,abstract
robin,57,concrete
chalk,71,concrete
pain,92,concrete
pain,75,concrete
temptation,65,abstract
rock,74,concrete
toe,33,abstract
temptation,17,abstract
gloom,69,abstract
ache,88,concrete
shampoo,91,abstract
temptation,94,abstract
shampoo,67,abstract
desire,70,concrete
computer,52,concrete
playfulness,43,abstract
success,62,concrete
corpse,88,abstract
boat,57,abstract
pain,87,concrete
tarantula,44,concrete
fish,89,abstract
boat,85,abstract
staple,28,concrete
success,86,concrete
appearance,25,abstract
toe,2,abstract
pain,21,concrete
divinity,71,abstract
shampoo,48,abstract
sun,68,concrete
belt,95,concrete
loyal,74,abstract
fish,81,abstract
toe,75,abstract
temptation,88,abstract
relief,68,abstract
lemon,100,concrete
fish,62,abstract
toe,5,abstract
excitement,92,concrete
desire,61,concrete
computer,87,concrete
heaven,74,concrete
loyal,18,abstract
bone,7,concrete
fork,29,concrete
corpse,42,abstract
boat,71,abstract
pheasant,38,abstract
excitement,22,concrete
robin,35,concrete
ache,92,concrete
tarantula,81,concrete
divinity,31,abstract
playfulness,34,abstract
sun,92,concrete
ache,76,concrete
bone,96,concrete
divinity,72,abstract
sun,71,concrete
urge,9,abstract
ache,67,concrete
bone,59,concrete
lemon,85,concrete
sadness,35,concrete
mansion,27,abstract
rose,79,concrete
relief,84,abstract
computer,61,concrete
heroism,54,abstract
heaven,85,concrete
barley,67,abstract
bone,58,concrete
belt,75,concrete
urge,75,abstract
divinity,28,abstract
loyal,77,abstract
chalk,98,concrete
success,33,concrete
fork,24,concrete
temptation,42,abstract
lemon,19,concrete
computer,36,concrete
heaven,82,concrete
romance,73,concrete
loyal,57,abstract
gloom,92,abstract
divinity,31,abstract
optimism,26,abstract
corpse,28,abstract
computer,71,concrete
success,59,concrete
boat,76,abstract
faith,63,abstract
urge,22,abstract
divinity,75,abstract
bone,28,concrete
rose,90,concrete
faith,28,abstract
optimism,68,abstract
shampoo,87,abstract
fork,5,concrete
ache,5,concrete
playfulness,34,abstract
shampoo,66,abstract
rose,100,concrete
fork,58,concrete
heroism,89,abstract
tarantula,53,concrete
gloom,35,abstract
pheasant,29,abstract
loyal,25,abstract
romance,94,concrete
barley,36,abstract
heroism,45,abstract
rose,86,concrete
lemon,95,concrete
pain,79,concrete
fish,83,abstract
mansion,62,abstract
appearance,26,abstract
sun,88,concrete
pheasant,5,abstract
ache,58,concrete
sadness,85,concrete
urge,2,abstract
robin,85,concrete
barley,86,abstract
rock,90,concrete
tarantula,89,concrete
heaven,40,concrete
fork,54,concrete
sun,94,concrete
appearance,33,abstract
barley,69,abstract
excitement,88,concrete
sadness,80,concrete
mansion,26,abstract
excitement,62,concrete
robin,66,concrete
rose,96,concrete
success,100,concrete
fish,71,abstract
desire,93,concrete
urge,88,abstract
heroism,33,abstract
sadness,73,concrete
relief,15,abstract
mansion,19,abstract
rock,88,concrete
fork,1,concrete
optimism,58,abstract
robin,25,concrete
rock,88,concrete
staple,53,concrete
sadness,91,concrete
excitement,87,concrete
boat,36,abstract
bone,82,concrete
fish,51,abstract
heroism,66,abstract
heroism,82,abstract
sun,64,concrete
robin,26,concrete
shampoo,14,abstract
heroism,12,abstract
boat,9,abstract
corpse,14,abstract
barley,92,abstract
toe,46,abstract
divinity,40,abstract
pain,67,concrete
barley,71,abstract
computer,80,concrete
faith,85,abstract
faith,36,abstract
gloom,68,abstract
computer,31,concrete
sadness,59,concrete
chalk,68,concrete
fork,86,concrete
romance,91,concrete
staple,8,concrete
robin,18,concrete
mansion,21,abstract
tarantula,67,concrete
lemon,91,concrete
playfulness,72,abstract
chalk,39,concrete
heaven,74,concrete
staple,17,concrete
shampoo,64,abstract
bone,65,concrete
faith,24,abstract
chalk,80,concrete
desire,54,concrete
playfulness,89,abstract
tarantula,31,concrete
optimism,82,abstract
romance,82,concrete
corpse,15,abstract
success,5,concrete
pain,88,concrete
sun,84,concrete
boat,68,abstract
mansion,83,abstract
heaven,24,concrete
appearance,83,abstract
optimism,83,abstract
faith,4,abstract
appearance,7,abstract
urge,53,abstract
mansion,97,abstract
toe,81,abstract
temptation,27,abstract
belt,6,concrete
success,28,concrete
fish,53,abstract
robin,88,concrete
desire,58,concrete
bone,88,concrete
pheasant,41,abstract
staple,100,concrete
desire,87,concrete
boat,84,abstract
rose,58,concrete
corpse,46,abstract
relief,86,abstract
pheasant,10,abstract
fish,78,abstract
energy,58,concrete
pheasant,3,abstract
romance,63,concrete
rose,96,concrete
energy,99,concrete
staple,57,concrete
sun,100,concrete
robin,64,concrete
fork,89,concrete
loyal,46,abstract
belt,38,concrete
rose,83,concrete
energy,96,concrete
boat,53,abstract
heaven,59,concrete
pheasant,70,abstract
faith,26,abstract
appearance,84,abstract
pheasant,8,abstract
fish,57,abstract
excitement,80,concrete
pain,93,concrete
corpse,34,abstract
rose,78,concrete
pheasant,91,abstract
playfulness,61,abstract
computer,26,concrete
desire,64,concrete
temptation,26,abstract
toe,66,abstract
excitement,34,concrete
gloom,72,abstract
faith,81,abstract
energy,73,concrete
relief,85,abstract
temptation,46,abstract
robin,92,concrete
fish,32,abstract
staple,6,concrete
heroism,86,abstract
corpse,82,abstract
toe,32,abstract
bone,68,concrete
chalk,58,concrete
sun,88,concrete
urge,55,abstract
tarantula,65,concrete
relief,34,abstract
temptation,38,abstract
heroism,34,abstract
heaven,54,concrete
appearance,54,abstract
divinity,71,abstract
pain,39,concrete
appearance,5,abstract
sun,79,concrete
lemon,79,concrete
loyal,49,abstract
fork,35,concrete
success,97,concrete
urge,45,abstract
rock,80,concrete
optimism,29,abstract
romance,79,concrete
desire,88,concrete
barley,46,abstract
robin,88,concrete
boat,56,abstract
playfulness,19,abstract
energy,68,concrete
energy,61,concrete
optimism,52,abstract
tarantula,90,concrete
computer,75,concrete
belt,54,concrete
fish,90,abstract
success,66,concrete
corpse,33,abstract
corpse,52,abstract
ache,13,concrete
belt,81,concrete
pheasant,75,abstract
sadness,77,concrete
robin,72,concrete
heaven,77,concrete
urge,74,abstract
desire,88,concrete
divinity,78,abstract
pain,71,concrete
chalk,78,concrete
heaven,89,concrete
lemon,100,concrete
rock,74,concrete
pheasant,77,abstract
mansion,85,abstract
energy,68,concrete
mansion,56,abstract
gloom,74,abstract
temptation,56,abstract
excitement,69,concrete
bone,63,concrete
rock,40,concrete
barley,68,abstract
fork,69,concrete
success,57,concrete
fork,63,concrete
shampoo,76,abstract
temptation,85,abstract
faith,39,abstract
belt,67,concrete
barley,78,abstract
rose,93,concrete
faith,62,abstract
ache,59,concrete
chalk,42,concrete
heroism,67,abstract
appearance,16,abstract
heaven,55,concrete
tarantula,56,concrete
fork,67,concrete
romance,81,concrete
mansion,44,abstract
divinity,58,abstract
pheasant,57,abstract
optimism,80,abstract
faith,99,abstract
bone,29,concrete
relief,18,abstract
toe,64,abstract
boat,86,abstract
sadness,81,concrete
sun,60,concrete
faith,43,abstract
corpse,92,abstract
desire,62,concrete
energy,56,concrete
temptation,80,abstract
desire,63,concrete
gloom,66,abstract
lemon,94,concrete
corpse,75,abstract
lemon,66,concrete
fork,95,concrete
romance,65,concrete
heaven,89,concrete
playfulness,46,abstract
chalk,98,concrete
fish,72,abstract
sadness,63,concrete
computer,90,concrete
chalk,89,concrete
fork,42,concrete
optimism,77,abstract
lemon,94,concrete
playfulness,76,abstract
loyal,70,abstract
success,86,concrete
corpse,63,abstract
mansion,77,abstract
heaven,54,concrete
excitement,80,concrete
gloom,54,abstract
urge,59,abstract
chalk,79,concrete
faith,74,abstract
divinity,66,abstract
belt,66,concrete
staple,41,concrete
sadness,75,concrete
fish,69,abstract
rock,54,concrete
gloom,75,abstract
loyal,93,abstract
pain,81,concrete
relief,69,abstract
temptation,57,abstract
robin,78,concrete
bone,76,concrete
staple,74,concrete
staple,63,concrete
lemon,70,concrete
loyal,44,abstract
desire,36,concrete
staple,83,concrete
fish,90,abstract
appearance,55,abstract
heaven,62,concrete
divinity,78,abstract
appearance,60,abstract
corpse,61,abstract
ache,99,concrete
heroism,57,abstract
shampoo,89,abstract
fish,77,abstract
ache,77,concrete
tarantula,40,concrete
rose,68,concrete
appearance,70,abstract
sadness,69,concrete
fish,99,abstract
success,62,concrete
energy,31,concrete
rock,58,concrete
energy,8,concrete
shampoo,63,abstract
rock,70,concrete
tarantula,60,concrete
excitement,66,concrete
boat,59,abstract
faith,32,abstract
temptation,46,abstract
boat,70,abstract
heroism,61,abstract
gloom,86,abstract
excitement,65,concrete
sun,80,concrete
robin,61,concrete
urge,42,abstract
playfulness,65,abstract
lemon,87,concrete
tarantula,85,concrete
relief,42,abstract
chalk,71,concrete
pheasant,86,abstract
heaven,35,concrete
rose,93,concrete
optimism,90,abstract
romance,80,concrete
faith,57,abstract
computer,93,concrete
computer,52,concrete
ache,64,concrete
divinity,70,abstract
temptation,46,abstract
rose,77,concrete
heroism,58,abstract
optimism,40,abstract
sun,93,concrete
relief,88,abstract
urge,44,abstract
relief,75,abstract
rose,98,concrete
desire,66,concrete
appearance,58,abstract
ache,55,concrete
urge,57,abstract
rock,100,concrete
playfulness,85,abstract
romance,57,concrete
pain,57,concrete
faith,11,abstract
toe,35,abstract
bone,100,concrete
tarantula,82,concrete
belt,57,concrete
computer,82,concrete
staple,82,concrete
belt,47,concrete
fish,35,abstract
robin,65,concrete
pheasant,45,abstract
temptation,65,abstract
divinity,26,abstract
ache,71,concrete
playfulness,20,abstract
divinity,58,abstract
appearance,82,abstract
toe,92,abstract
boat,24,abstract
urge,61,abstract
divinity,94,abstract
optimism,52,abstract
success,80,concrete
desire,59,concrete
heroism,59,abstract
gloom,85,abstract
tarantula,60,concrete
barley,54,abstract
toe,38,abstract
playfulness,84,abstract
energy,31,concrete
chalk,80,concrete
optimism,74,abstract
boat,71,abstract
excitement,70,concrete
loyal,57,abstract
excitement,12,concrete
faith,68,abstract
mansion,24,abstract
belt,93,concrete
ache,99,concrete
robin,91,concrete
excitement,30,concrete
shampoo,100,abstract
romance,86,concrete
desire,41,concrete
computer,60,concrete
mansion,20,abstract
optimism,57,abstract
toe,84,abstract
staple,69,concrete
pain,89,concrete
barley,84,abstract
staple,68,concrete
chalk,75,concrete
romance,56,concrete
lemon,1,concrete
rock,68,concrete
rock,86,concrete
gloom,84,abstract
bone,47,concrete
relief,64,abstract
toe,67,abstract
success,32,concrete
faith,58,abstract
loyal,87,abstract
energy,91,concrete
gloom,77,abstract
relief,65,abstract
loyal,14,abstract
fork,64,concrete
sun,100,concrete
rose,100,concrete
robin,78,concrete
chalk,82,concrete
corpse,29,abstract
urge,73,abstract
computer,100,concrete
appearance,55,abstract
romance,57,concrete
pain,61,concrete
urge,81,abstract
shampoo,36,abstract
mansion,72,abstract
fish,58,abstract
sun,67,concrete
loyal,14,abstract
heroism,20,abstract
relief,71,abstract
lemon,89,concrete
divinity,80,abstract
sadness,73,concrete
sadness,58,concrete
success,65,concrete
staple,64,concrete
optimism,14,abstract
toe,44,abstract
sun,74,concrete
pain,91,concrete
bone,85,concrete
playfulness,17,abstract
belt,13,concrete
robin,16,concrete
robin,75,concrete
barley,41,abstract
barley,80,abstract
belt,81,concrete
appearance,0,abstract
sun,99,concrete
romance,55,concrete
desire,84,concrete
heaven,78,concrete
appearance,54,abstract
fish,66,abstract
toe,63,abstract
sadness,68,concrete
